Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06037190201","Census Tract 1902.01, Los Angeles County, California","ACSSF","ca","140","00","0004658",,,,,"06","037",,,"190201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190201","Census Tract 1902.01",,,,1415,233,183,62,121,0,226,50,25,44,100,81,165,43,43,34,5,16.47,12.93,4.38,8.55,0,15.97,3.53,1.77,3.11,7.07,5.72,11.66,3.04,3.04,2.4,0.35
"06037190202","Census Tract 1902.02, Los Angeles County, California","ACSSF","ca","140","00","0004659",,,,,"06","037",,,"190202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190202","Census Tract 1902.02",,,,2266,345,194,56,87,175,93,57,84,167,149,196,321,194,39,63,46,15.23,8.56,2.47,3.84,7.72,4.1,2.52,3.71,7.37,6.58,8.65,14.17,8.56,1.72,2.78,2.03
"06037190302","Census Tract 1903.02, Los Angeles County, California","ACSSF","ca","140","00","0004660",,,,,"06","037",,,"190302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190302","Census Tract 1903.02",,,,1172,58,103,46,75,15,0,0,143,0,115,47,184,148,43,14,181,4.95,8.79,3.92,6.4,1.28,0,0,12.2,0,9.81,4.01,15.7,12.63,3.67,1.19,15.44
"06037190303","Census Tract 1903.03, Los Angeles County, California","ACSSF","ca","140","00","0004661",,,,,"06","037",,,"190303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190303","Census Tract 1903.03",,,,1704,294,69,147,44,67,107,0,161,13,43,173,117,155,198,101,15,17.25,4.05,8.63,2.58,3.93,6.28,0,9.45,0.76,2.52,10.15,6.87,9.1,11.62,5.93,0.88
"06037190401","Census Tract 1904.01, Los Angeles County, California","ACSSF","ca","140","00","0004662",,,,,"06","037",,,"190401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190401","Census Tract 1904.01",,,,1639,34,108,118,32,139,82,24,111,87,135,182,235,64,85,94,109,2.07,6.59,7.2,1.95,8.48,5,1.46,6.77,5.31,8.24,11.1,14.34,3.9,5.19,5.74,6.65
"06037190402","Census Tract 1904.02, Los Angeles County, California","ACSSF","ca","140","00","0004663",,,,,"06","037",,,"190402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190402","Census Tract 1904.02",,,,1229,63,205,22,120,35,59,14,79,27,43,146,149,161,68,27,11,5.13,16.68,1.79,9.76,2.85,4.8,1.14,6.43,2.2,3.5,11.88,12.12,13.1,5.53,2.2,0.9
"06037190510","Census Tract 1905.10, Los Angeles County, California","ACSSF","ca","140","00","0004664",,,,,"06","037",,,"190510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190510","Census Tract 1905.10",,,,1595,147,127,90,100,89,58,42,43,79,170,186,183,122,41,61,57,9.22,7.96,5.64,6.27,5.58,3.64,2.63,2.7,4.95,10.66,11.66,11.47,7.65,2.57,3.82,3.57
"06037190520","Census Tract 1905.20, Los Angeles County, California","ACSSF","ca","140","00","0004665",,,,,"06","037",,,"190520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190520","Census Tract 1905.20",,,,1531,234,154,43,59,54,70,76,60,88,89,112,233,37,62,89,71,15.28,10.06,2.81,3.85,3.53,4.57,4.96,3.92,5.75,5.81,7.32,15.22,2.42,4.05,5.81,4.64
"06037190701","Census Tract 1907.01, Los Angeles County, California","ACSSF","ca","140","00","0004666",,,,,"06","037",,,"190701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190701","Census Tract 1907.01",,,,835,71,77,110,25,45,22,48,28,18,6,167,81,42,7,25,63,8.5,9.22,13.17,2.99,5.39,2.63,5.75,3.35,2.16,0.72,20,9.7,5.03,0.84,2.99,7.54
"06037190702","Census Tract 1907.02, Los Angeles County, California","ACSSF","ca","140","00","0004667",,,,,"06","037",,,"190702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190702","Census Tract 1907.02",,,,724,24,17,18,24,64,22,19,19,17,85,98,60,140,49,29,39,3.31,2.35,2.49,3.31,8.84,3.04,2.62,2.62,2.35,11.74,13.54,8.29,19.34,6.77,4.01,5.39
"06037190801","Census Tract 1908.01, Los Angeles County, California","ACSSF","ca","140","00","0004668",,,,,"06","037",,,"190801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190801","Census Tract 1908.01",,,,1244,272,165,100,47,64,30,0,13,63,102,90,169,0,18,45,66,21.86,13.26,8.04,3.78,5.14,2.41,0,1.05,5.06,8.2,7.23,13.59,0,1.45,3.62,5.31
"06037190802","Census Tract 1908.02, Los Angeles County, California","ACSSF","ca","140","00","0004669",,,,,"06","037",,,"190802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190802","Census Tract 1908.02",,,,1423,114,90,90,26,48,52,14,57,24,141,218,246,143,90,15,55,8.01,6.32,6.32,1.83,3.37,3.65,0.98,4.01,1.69,9.91,15.32,17.29,10.05,6.32,1.05,3.87
"06037190901","Census Tract 1909.01, Los Angeles County, California","ACSSF","ca","140","00","0004670",,,,,"06","037",,,"190901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190901","Census Tract 1909.01",,,,1193,96,205,95,53,104,23,0,69,53,103,146,35,79,79,25,28,8.05,17.18,7.96,4.44,8.72,1.93,0,5.78,4.44,8.63,12.24,2.93,6.62,6.62,2.1,2.35
"06037190902","Census Tract 1909.02, Los Angeles County, California","ACSSF","ca","140","00","0004671",,,,,"06","037",,,"190902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190902","Census Tract 1909.02",,,,1536,152,91,41,89,87,56,74,53,36,117,204,165,213,78,55,25,9.9,5.92,2.67,5.79,5.66,3.65,4.82,3.45,2.34,7.62,13.28,10.74,13.87,5.08,3.58,1.63
"06037191000","Census Tract 1910, Los Angeles County, California","ACSSF","ca","140","00","0004672",,,,,"06","037",,,"191000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191000","Census Tract 1910",,,,2991,197,223,176,122,61,102,35,83,35,581,148,284,134,194,329,287,6.59,7.46,5.88,4.08,2.04,3.41,1.17,2.77,1.17,19.42,4.95,9.5,4.48,6.49,11,9.6
"06037191110","Census Tract 1911.10, Los Angeles County, California","ACSSF","ca","140","00","0004673",,,,,"06","037",,,"191110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191110","Census Tract 1911.10",,,,1016,117,195,91,15,48,8,21,33,52,14,196,111,68,15,21,11,11.52,19.19,8.96,1.48,4.72,0.79,2.07,3.25,5.12,1.38,19.29,10.93,6.69,1.48,2.07,1.08
"06037191120","Census Tract 1911.20, Los Angeles County, California","ACSSF","ca","140","00","0004674",,,,,"06","037",,,"191120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191120","Census Tract 1911.20",,,,1600,174,86,289,21,117,82,68,59,69,148,112,166,64,48,34,63,10.88,5.38,18.06,1.31,7.31,5.12,4.25,3.69,4.31,9.25,7,10.38,4,3,2.12,3.94
"06037191201","Census Tract 1912.01, Los Angeles County, California","ACSSF","ca","140","00","0004675",,,,,"06","037",,,"191201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191201","Census Tract 1912.01",,,,1680,104,166,232,65,108,34,117,136,36,63,140,219,103,45,49,63,6.19,9.88,13.81,3.87,6.43,2.02,6.96,8.1,2.14,3.75,8.33,13.04,6.13,2.68,2.92,3.75
"06037191203","Census Tract 1912.03, Los Angeles County, California","ACSSF","ca","140","00","0004676",,,,,"06","037",,,"191203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191203","Census Tract 1912.03",,,,1038,90,93,61,123,88,60,38,56,28,33,112,30,55,38,109,24,8.67,8.96,5.88,11.85,8.48,5.78,3.66,5.39,2.7,3.18,10.79,2.89,5.3,3.66,10.5,2.31
"06037191204","Census Tract 1912.04, Los Angeles County, California","ACSSF","ca","140","00","0004677",,,,,"06","037",,,"191204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191204","Census Tract 1912.04",,,,698,83,62,21,5,20,32,42,50,32,38,116,76,32,43,10,36,11.89,8.88,3.01,0.72,2.87,4.58,6.02,7.16,4.58,5.44,16.62,10.89,4.58,6.16,1.43,5.16
"06037191301","Census Tract 1913.01, Los Angeles County, California","ACSSF","ca","140","00","0004678",,,,,"06","037",,,"191301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191301","Census Tract 1913.01",,,,953,83,122,66,17,32,27,26,24,11,41,153,87,101,25,63,75,8.71,12.8,6.93,1.78,3.36,2.83,2.73,2.52,1.15,4.3,16.05,9.13,10.6,2.62,6.61,7.87
"06037191302","Census Tract 1913.02, Los Angeles County, California","ACSSF","ca","140","00","0004679",,,,,"06","037",,,"191302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191302","Census Tract 1913.02",,,,809,20,56,20,57,49,49,24,52,30,54,83,59,81,82,35,58,2.47,6.92,2.47,7.05,6.06,6.06,2.97,6.43,3.71,6.67,10.26,7.29,10.01,10.14,4.33,7.17
"06037191410","Census Tract 1914.10, Los Angeles County, California","ACSSF","ca","140","00","0004680",,,,,"06","037",,,"191410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191410","Census Tract 1914.10",,,,1390,118,93,96,69,104,24,76,94,60,130,91,111,124,66,109,25,8.49,6.69,6.91,4.96,7.48,1.73,5.47,6.76,4.32,9.35,6.55,7.99,8.92,4.75,7.84,1.8
"06037191420","Census Tract 1914.20, Los Angeles County, California","ACSSF","ca","140","00","0004681",,,,,"06","037",,,"191420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191420","Census Tract 1914.20",,,,1123,12,65,30,30,36,191,25,32,4,38,109,177,131,49,56,138,1.07,5.79,2.67,2.67,3.21,17.01,2.23,2.85,0.36,3.38,9.71,15.76,11.67,4.36,4.99,12.29
"06037191500","Census Tract 1915, Los Angeles County, California","ACSSF","ca","140","00","0004682",,,,,"06","037",,,"191500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191500","Census Tract 1915",,,,1793,93,132,50,85,64,96,66,25,127,212,206,153,161,135,61,127,5.19,7.36,2.79,4.74,3.57,5.35,3.68,1.39,7.08,11.82,11.49,8.53,8.98,7.53,3.4,7.08
"06037191610","Census Tract 1916.10, Los Angeles County, California","ACSSF","ca","140","00","0004683",,,,,"06","037",,,"191610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191610","Census Tract 1916.10",,,,1371,73,70,67,50,72,108,38,61,130,123,135,165,134,40,68,37,5.32,5.11,4.89,3.65,5.25,7.88,2.77,4.45,9.48,8.97,9.85,12.04,9.77,2.92,4.96,2.7
"06037191620","Census Tract 1916.20, Los Angeles County, California","ACSSF","ca","140","00","0004684",,,,,"06","037",,,"191620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191620","Census Tract 1916.20",,,,1003,57,74,44,132,20,98,86,18,33,88,90,130,17,36,80,0,5.68,7.38,4.39,13.16,1.99,9.77,8.57,1.79,3.29,8.77,8.97,12.96,1.69,3.59,7.98,0
"06037191710","Census Tract 1917.10, Los Angeles County, California","ACSSF","ca","140","00","0004685",,,,,"06","037",,,"191710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191710","Census Tract 1917.10",,,,1187,86,188,42,188,179,72,96,33,53,33,68,74,25,9,31,10,7.25,15.84,3.54,15.84,15.08,6.07,8.09,2.78,4.47,2.78,5.73,6.23,2.11,0.76,2.61,0.84
"06037191720","Census Tract 1917.20, Los Angeles County, California","ACSSF","ca","140","00","0004686",,,,,"06","037",,,"191720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191720","Census Tract 1917.20",,,,1339,125,101,101,75,76,181,73,34,63,152,104,106,67,70,11,0,9.34,7.54,7.54,5.6,5.68,13.52,5.45,2.54,4.71,11.35,7.77,7.92,5,5.23,0.82,0
"06037191810","Census Tract 1918.10, Los Angeles County, California","ACSSF","ca","140","00","0004687",,,,,"06","037",,,"191810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191810","Census Tract 1918.10",,,,1226,23,132,34,145,13,145,40,45,28,153,120,171,86,11,80,0,1.88,10.77,2.77,11.83,1.06,11.83,3.26,3.67,2.28,12.48,9.79,13.95,7.01,0.9,6.53,0
"06037191820","Census Tract 1918.20, Los Angeles County, California","ACSSF","ca","140","00","0004688",,,,,"06","037",,,"191820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191820","Census Tract 1918.20",,,,1810,90,68,40,96,96,58,197,65,29,100,229,137,161,106,187,151,4.97,3.76,2.21,5.3,5.3,3.2,10.88,3.59,1.6,5.52,12.65,7.57,8.9,5.86,10.33,8.34
"06037191901","Census Tract 1919.01, Los Angeles County, California","ACSSF","ca","140","00","0004689",,,,,"06","037",,,"191901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191901","Census Tract 1919.01",,,,1976,210,37,66,167,46,179,121,65,28,210,206,210,173,96,112,50,10.63,1.87,3.34,8.45,2.33,9.06,6.12,3.29,1.42,10.63,10.43,10.63,8.76,4.86,5.67,2.53
"06037191902","Census Tract 1919.02, Los Angeles County, California","ACSSF","ca","140","00","0004690",,,,,"06","037",,,"191902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191902","Census Tract 1919.02",,,,1485,48,194,32,0,31,8,42,49,25,52,92,282,159,60,77,334,3.23,13.06,2.15,0,2.09,0.54,2.83,3.3,1.68,3.5,6.2,18.99,10.71,4.04,5.19,22.49
"06037192001","Census Tract 1920.01, Los Angeles County, California","ACSSF","ca","140","00","0004691",,,,,"06","037",,,"192001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192001","Census Tract 1920.01",,,,1015,86,58,28,21,22,36,35,26,22,56,65,157,71,33,55,244,8.47,5.71,2.76,2.07,2.17,3.55,3.45,2.56,2.17,5.52,6.4,15.47,7,3.25,5.42,24.04
"06037192002","Census Tract 1920.02, Los Angeles County, California","ACSSF","ca","140","00","0004692",,,,,"06","037",,,"192002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192002","Census Tract 1920.02",,,,1326,76,30,16,114,53,55,18,23,0,52,71,71,90,156,85,416,5.73,2.26,1.21,8.6,4,4.15,1.36,1.73,0,3.92,5.35,5.35,6.79,11.76,6.41,31.37
"06037192300","Census Tract 1923, Los Angeles County, California","ACSSF","ca","140","00","0004693",,,,,"06","037",,,"192300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192300","Census Tract 1923",,,,1369,84,73,68,124,38,35,53,17,0,60,109,83,119,100,127,279,6.14,5.33,4.97,9.06,2.78,2.56,3.87,1.24,0,4.38,7.96,6.06,8.69,7.3,9.28,20.38
"06037192410","Census Tract 1924.10, Los Angeles County, California","ACSSF","ca","140","00","0004694",,,,,"06","037",,,"192410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192410","Census Tract 1924.10",,,,1780,88,61,22,71,61,50,50,69,19,120,148,200,160,108,101,452,4.94,3.43,1.24,3.99,3.43,2.81,2.81,3.88,1.07,6.74,8.31,11.24,8.99,6.07,5.67,25.39
"06037192420","Census Tract 1924.20, Los Angeles County, California","ACSSF","ca","140","00","0004695",,,,,"06","037",,,"192420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192420","Census Tract 1924.20",,,,1338,41,61,7,27,74,106,73,55,37,147,127,177,138,43,102,123,3.06,4.56,0.52,2.02,5.53,7.92,5.46,4.11,2.77,10.99,9.49,13.23,10.31,3.21,7.62,9.19
"06037192510","Census Tract 1925.10, Los Angeles County, California","ACSSF","ca","140","00","0004696",,,,,"06","037",,,"192510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192510","Census Tract 1925.10",,,,1251,74,43,97,112,14,96,47,56,0,156,102,104,199,35,47,69,5.92,3.44,7.75,8.95,1.12,7.67,3.76,4.48,0,12.47,8.15,8.31,15.91,2.8,3.76,5.52
"06037192520","Census Tract 1925.20, Los Angeles County, California","ACSSF","ca","140","00","0004697",,,,,"06","037",,,"192520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192520","Census Tract 1925.20",,,,1570,81,61,49,40,68,54,151,88,112,180,163,217,117,99,68,22,5.16,3.89,3.12,2.55,4.33,3.44,9.62,5.61,7.13,11.46,10.38,13.82,7.45,6.31,4.33,1.4
"06037192610","Census Tract 1926.10, Los Angeles County, California","ACSSF","ca","140","00","0004698",,,,,"06","037",,,"192610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192610","Census Tract 1926.10",,,,1420,44,39,58,140,140,87,103,131,181,29,96,139,55,57,91,30,3.1,2.75,4.08,9.86,9.86,6.13,7.25,9.23,12.75,2.04,6.76,9.79,3.87,4.01,6.41,2.11
"06037192620","Census Tract 1926.20, Los Angeles County, California","ACSSF","ca","140","00","0004699",,,,,"06","037",,,"192620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192620","Census Tract 1926.20",,,,1146,55,63,72,61,57,73,92,109,67,155,45,121,101,21,47,7,4.8,5.5,6.28,5.32,4.97,6.37,8.03,9.51,5.85,13.53,3.93,10.56,8.81,1.83,4.1,0.61
"06037192700","Census Tract 1927, Los Angeles County, California","ACSSF","ca","140","00","0004700",,,,,"06","037",,,"192700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192700","Census Tract 1927",,,,1205,116,49,68,17,8,117,44,9,35,156,242,152,50,43,70,29,9.63,4.07,5.64,1.41,0.66,9.71,3.65,0.75,2.9,12.95,20.08,12.61,4.15,3.57,5.81,2.41
"06037194101","Census Tract 1941.01, Los Angeles County, California","ACSSF","ca","140","00","0004701",,,,,"06","037",,,"194101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194101","Census Tract 1941.01",,,,1753,85,30,85,69,140,71,36,25,29,52,137,173,151,122,181,367,4.85,1.71,4.85,3.94,7.99,4.05,2.05,1.43,1.65,2.97,7.82,9.87,8.61,6.96,10.33,20.94
"06037194102","Census Tract 1941.02, Los Angeles County, California","ACSSF","ca","140","00","0004702",,,,,"06","037",,,"194102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194102","Census Tract 1941.02",,,,1372,144,0,64,43,3,92,0,66,14,6,101,138,48,53,136,464,10.5,0,4.66,3.13,0.22,6.71,0,4.81,1.02,0.44,7.36,10.06,3.5,3.86,9.91,33.82
"06037194200","Census Tract 1942, Los Angeles County, California","ACSSF","ca","140","00","0004703",,,,,"06","037",,,"194200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194200","Census Tract 1942",,,,1590,18,14,6,10,0,0,72,12,200,41,37,54,31,140,192,763,1.13,0.88,0.38,0.63,0,0,4.53,0.75,12.58,2.58,2.33,3.4,1.95,8.81,12.08,47.99
"06037194300","Census Tract 1943, Los Angeles County, California","ACSSF","ca","140","00","0004704",,,,,"06","037",,,"194300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194300","Census Tract 1943",,,,1387,102,51,0,0,9,38,28,0,2,28,40,89,111,93,98,698,7.35,3.68,0,0,0.65,2.74,2.02,0,0.14,2.02,2.88,6.42,8,6.71,7.07,50.32
"06037194401","Census Tract 1944.01, Los Angeles County, California","ACSSF","ca","140","00","0004705",,,,,"06","037",,,"194401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194401","Census Tract 1944.01",,,,1316,82,24,88,0,61,4,25,19,23,56,161,161,102,192,78,240,6.23,1.82,6.69,0,4.64,0.3,1.9,1.44,1.75,4.26,12.23,12.23,7.75,14.59,5.93,18.24
"06037194402","Census Tract 1944.02, Los Angeles County, California","ACSSF","ca","140","00","0004706",,,,,"06","037",,,"194402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194402","Census Tract 1944.02",,,,2097,88,71,38,48,29,0,59,171,70,50,167,196,338,164,143,465,4.2,3.39,1.81,2.29,1.38,0,2.81,8.15,3.34,2.38,7.96,9.35,16.12,7.82,6.82,22.17
"06037194500","Census Tract 1945, Los Angeles County, California","ACSSF","ca","140","00","0004707",,,,,"06","037",,,"194500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194500","Census Tract 1945",,,,940,23,70,34,30,11,10,6,20,0,26,82,134,94,78,77,245,2.45,7.45,3.62,3.19,1.17,1.06,0.64,2.13,0,2.77,8.72,14.26,10,8.3,8.19,26.06
"06037195100","Census Tract 1951, Los Angeles County, California","ACSSF","ca","140","00","0004708",,,,,"06","037",,,"195100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195100","Census Tract 1951",,,,2128,87,46,16,0,6,19,0,0,17,159,132,130,188,323,248,757,4.09,2.16,0.75,0,0.28,0.89,0,0,0.8,7.47,6.2,6.11,8.83,15.18,11.65,35.57
"06037195201","Census Tract 1952.01, Los Angeles County, California","ACSSF","ca","140","00","0004709",,,,,"06","037",,,"195201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195201","Census Tract 1952.01",,,,1547,86,11,28,53,10,44,23,57,77,47,153,153,273,96,226,210,5.56,0.71,1.81,3.43,0.65,2.84,1.49,3.68,4.98,3.04,9.89,9.89,17.65,6.21,14.61,13.57
"06037195202","Census Tract 1952.02, Los Angeles County, California","ACSSF","ca","140","00","0004710",,,,,"06","037",,,"195202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195202","Census Tract 1952.02",,,,1412,22,88,25,17,37,9,0,16,7,25,88,112,156,117,185,508,1.56,6.23,1.77,1.2,2.62,0.64,0,1.13,0.5,1.77,6.23,7.93,11.05,8.29,13.1,35.98
"06037195300","Census Tract 1953, Los Angeles County, California","ACSSF","ca","140","00","0004711",,,,,"06","037",,,"195300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195300","Census Tract 1953",,,,1378,89,57,44,72,83,13,18,99,0,106,87,194,199,38,115,164,6.46,4.14,3.19,5.22,6.02,0.94,1.31,7.18,0,7.69,6.31,14.08,14.44,2.76,8.35,11.9
"06037195400","Census Tract 1954, Los Angeles County, California","ACSSF","ca","140","00","0004712",,,,,"06","037",,,"195400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195400","Census Tract 1954",,,,2204,39,72,37,46,76,82,20,93,145,61,137,227,211,190,174,594,1.77,3.27,1.68,2.09,3.45,3.72,0.91,4.22,6.58,2.77,6.22,10.3,9.57,8.62,7.89,26.95
"06037195500","Census Tract 1955, Los Angeles County, California","ACSSF","ca","140","00","0004713",,,,,"06","037",,,"195500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195500","Census Tract 1955",,,,2419,105,26,46,61,0,15,28,12,117,272,166,380,296,199,257,439,4.34,1.07,1.9,2.52,0,0.62,1.16,0.5,4.84,11.24,6.86,15.71,12.24,8.23,10.62,18.15
"06037195600","Census Tract 1956, Los Angeles County, California","ACSSF","ca","140","00","0004714",,,,,"06","037",,,"195600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195600","Census Tract 1956",,,,1205,101,36,100,125,28,50,55,50,0,127,78,132,89,34,96,104,8.38,2.99,8.3,10.37,2.32,4.15,4.56,4.15,0,10.54,6.47,10.95,7.39,2.82,7.97,8.63
"06037195710","Census Tract 1957.10, Los Angeles County, California","ACSSF","ca","140","00","0004715",,,,,"06","037",,,"195710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195710","Census Tract 1957.10",,,,1542,73,88,112,121,57,53,35,36,115,114,370,103,92,69,36,68,4.73,5.71,7.26,7.85,3.7,3.44,2.27,2.33,7.46,7.39,23.99,6.68,5.97,4.47,2.33,4.41
"06037195720","Census Tract 1957.20, Los Angeles County, California","ACSSF","ca","140","00","0004716",,,,,"06","037",,,"195720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195720","Census Tract 1957.20",,,,824,42,27,47,17,79,57,37,33,0,65,113,101,51,76,46,33,5.1,3.28,5.7,2.06,9.59,6.92,4.49,4,0,7.89,13.71,12.26,6.19,9.22,5.58,4
"06037195802","Census Tract 1958.02, Los Angeles County, California","ACSSF","ca","140","00","0004717",,,,,"06","037",,,"195802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195802","Census Tract 1958.02",,,,1029,83,18,53,35,55,66,67,28,49,57,83,127,103,66,43,96,8.07,1.75,5.15,3.4,5.34,6.41,6.51,2.72,4.76,5.54,8.07,12.34,10.01,6.41,4.18,9.33
"06037195803","Census Tract 1958.03, Los Angeles County, California","ACSSF","ca","140","00","0004718",,,,,"06","037",,,"195803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195803","Census Tract 1958.03",,,,1063,16,46,5,16,54,37,14,61,5,106,88,146,108,81,163,117,1.51,4.33,0.47,1.51,5.08,3.48,1.32,5.74,0.47,9.97,8.28,13.73,10.16,7.62,15.33,11.01
