Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06037106648","Census Tract 1066.48, Los Angeles County, California","ACSSF","ca","140","00","0004261",,,,,"06","037",,,"106648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106648","Census Tract 1066.48",,,,1085,43,62,63,61,89,50,53,0,12,48,78,213,70,65,148,30,3.96,5.71,5.81,5.62,8.2,4.61,4.88,0,1.11,4.42,7.19,19.63,6.45,5.99,13.64,2.76
"06037106649","Census Tract 1066.49, Los Angeles County, California","ACSSF","ca","140","00","0004262",,,,,"06","037",,,"106649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106649","Census Tract 1066.49",,,,638,0,20,27,25,17,13,0,16,34,60,69,95,53,86,60,63,0,3.13,4.23,3.92,2.66,2.04,0,2.51,5.33,9.4,10.82,14.89,8.31,13.48,9.4,9.87
"06037107010","Census Tract 1070.10, Los Angeles County, California","ACSSF","ca","140","00","0004263",,,,,"06","037",,,"107010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037107010","Census Tract 1070.10",,,,742,11,12,22,0,0,36,12,4,25,119,90,107,147,83,43,31,1.48,1.62,2.96,0,0,4.85,1.62,0.54,3.37,16.04,12.13,14.42,19.81,11.19,5.8,4.18
"06037107020","Census Tract 1070.20, Los Angeles County, California","ACSSF","ca","140","00","0004264",,,,,"06","037",,,"107020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037107020","Census Tract 1070.20",,,,1169,98,0,51,34,34,24,23,54,7,39,132,229,137,106,128,73,8.38,0,4.36,2.91,2.91,2.05,1.97,4.62,0.6,3.34,11.29,19.59,11.72,9.07,10.95,6.24
"06037108101","Census Tract 1081.01, Los Angeles County, California","ACSSF","ca","140","00","0004265",,,,,"06","037",,,"108101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108101","Census Tract 1081.01",,,,765,33,43,0,12,6,6,12,0,24,24,55,52,83,61,133,221,4.31,5.62,0,1.57,0.78,0.78,1.57,0,3.14,3.14,7.19,6.8,10.85,7.97,17.39,28.89
"06037108102","Census Tract 1081.02, Los Angeles County, California","ACSSF","ca","140","00","0004266",,,,,"06","037",,,"108102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108102","Census Tract 1081.02",,,,1141,44,57,0,21,36,0,16,0,23,40,42,211,180,93,120,258,3.86,5,0,1.84,3.16,0,1.4,0,2.02,3.51,3.68,18.49,15.78,8.15,10.52,22.61
"06037108103","Census Tract 1081.03, Los Angeles County, California","ACSSF","ca","140","00","0004267",,,,,"06","037",,,"108103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108103","Census Tract 1081.03",,,,981,28,9,26,12,21,0,0,0,10,38,35,165,43,169,150,275,2.85,0.92,2.65,1.22,2.14,0,0,0,1.02,3.87,3.57,16.82,4.38,17.23,15.29,28.03
"06037108104","Census Tract 1081.04, Los Angeles County, California","ACSSF","ca","140","00","0004268",,,,,"06","037",,,"108104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108104","Census Tract 1081.04",,,,559,4,12,0,26,0,19,0,18,0,20,47,31,76,23,60,223,0.72,2.15,0,4.65,0,3.4,0,3.22,0,3.58,8.41,5.55,13.6,4.11,10.73,39.89
"06037108202","Census Tract 1082.02, Los Angeles County, California","ACSSF","ca","140","00","0004269",,,,,"06","037",,,"108202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108202","Census Tract 1082.02",,,,3002,82,96,66,15,76,56,120,77,18,197,63,212,93,252,613,966,2.73,3.2,2.2,0.5,2.53,1.87,4,2.56,0.6,6.56,2.1,7.06,3.1,8.39,20.42,32.18
"06037108203","Census Tract 1082.03, Los Angeles County, California","ACSSF","ca","140","00","0004270",,,,,"06","037",,,"108203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108203","Census Tract 1082.03",,,,1148,14,0,0,42,9,45,19,63,8,74,15,136,166,121,142,294,1.22,0,0,3.66,0.78,3.92,1.66,5.49,0.7,6.45,1.31,11.85,14.46,10.54,12.37,25.61
"06037108204","Census Tract 1082.04, Los Angeles County, California","ACSSF","ca","140","00","0004271",,,,,"06","037",,,"108204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108204","Census Tract 1082.04",,,,650,16,0,6,7,15,0,0,10,41,0,55,20,72,151,70,187,2.46,0,0.92,1.08,2.31,0,0,1.54,6.31,0,8.46,3.08,11.08,23.23,10.77,28.77
"06037109100","Census Tract 1091, Los Angeles County, California","ACSSF","ca","140","00","0004272",,,,,"06","037",,,"109100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109100","Census Tract 1091",,,,808,67,0,26,58,65,57,28,37,22,36,44,126,100,21,51,70,8.29,0,3.22,7.18,8.04,7.05,3.47,4.58,2.72,4.46,5.45,15.59,12.38,2.6,6.31,8.66
"06037109200","Census Tract 1092, Los Angeles County, California","ACSSF","ca","140","00","0004273",,,,,"06","037",,,"109200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109200","Census Tract 1092",,,,1013,27,40,36,18,12,0,8,23,8,45,96,106,168,161,124,141,2.67,3.95,3.55,1.78,1.18,0,0.79,2.27,0.79,4.44,9.48,10.46,16.58,15.89,12.24,13.92
"06037109300","Census Tract 1093, Los Angeles County, California","ACSSF","ca","140","00","0004274",,,,,"06","037",,,"109300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109300","Census Tract 1093",,,,927,0,15,0,7,33,50,17,20,30,45,55,142,194,75,167,77,0,1.62,0,0.76,3.56,5.39,1.83,2.16,3.24,4.85,5.93,15.32,20.93,8.09,18.02,8.31
"06037109400","Census Tract 1094, Los Angeles County, California","ACSSF","ca","140","00","0004275",,,,,"06","037",,,"109400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109400","Census Tract 1094",,,,1126,40,34,9,87,37,50,39,8,15,182,27,138,139,122,126,73,3.55,3.02,0.8,7.73,3.29,4.44,3.46,0.71,1.33,16.16,2.4,12.26,12.34,10.83,11.19,6.48
"06037109500","Census Tract 1095, Los Angeles County, California","ACSSF","ca","140","00","0004276",,,,,"06","037",,,"109500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109500","Census Tract 1095",,,,1011,60,35,80,65,0,52,41,61,31,62,178,107,89,57,78,15,5.93,3.46,7.91,6.43,0,5.14,4.06,6.03,3.07,6.13,17.61,10.58,8.8,5.64,7.72,1.48
"06037109601","Census Tract 1096.01, Los Angeles County, California","ACSSF","ca","140","00","0004277",,,,,"06","037",,,"109601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109601","Census Tract 1096.01",,,,1348,42,0,38,22,31,25,31,128,0,9,159,168,192,223,142,138,3.12,0,2.82,1.63,2.3,1.85,2.3,9.5,0,0.67,11.8,12.46,14.24,16.54,10.53,10.24
"06037109603","Census Tract 1096.03, Los Angeles County, California","ACSSF","ca","140","00","0004278",,,,,"06","037",,,"109603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109603","Census Tract 1096.03",,,,1274,174,41,33,90,10,72,23,25,22,52,177,126,109,135,82,103,13.66,3.22,2.59,7.06,0.78,5.65,1.81,1.96,1.73,4.08,13.89,9.89,8.56,10.6,6.44,8.08
"06037109604","Census Tract 1096.04, Los Angeles County, California","ACSSF","ca","140","00","0004279",,,,,"06","037",,,"109604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109604","Census Tract 1096.04",,,,885,27,11,70,40,56,10,18,20,23,56,19,129,111,106,107,82,3.05,1.24,7.91,4.52,6.33,1.13,2.03,2.26,2.6,6.33,2.15,14.58,12.54,11.98,12.09,9.27
"06037109700","Census Tract 1097, Los Angeles County, California","ACSSF","ca","140","00","0004280",,,,,"06","037",,,"109700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109700","Census Tract 1097",,,,1376,24,98,43,15,15,14,38,81,40,84,64,125,193,145,220,177,1.74,7.12,3.12,1.09,1.09,1.02,2.76,5.89,2.91,6.1,4.65,9.08,14.03,10.54,15.99,12.86
"06037109800","Census Tract 1098, Los Angeles County, California","ACSSF","ca","140","00","0004281",,,,,"06","037",,,"109800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109800","Census Tract 1098",,,,1457,66,24,40,39,72,0,37,19,65,102,167,192,204,137,203,90,4.53,1.65,2.75,2.68,4.94,0,2.54,1.3,4.46,7,11.46,13.18,14,9.4,13.93,6.18
"06037111100","Census Tract 1111, Los Angeles County, California","ACSSF","ca","140","00","0004282",,,,,"06","037",,,"111100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111100","Census Tract 1111",,,,949,18,12,49,10,24,20,25,20,24,54,74,108,199,77,152,83,1.9,1.26,5.16,1.05,2.53,2.11,2.63,2.11,2.53,5.69,7.8,11.38,20.97,8.11,16.02,8.75
"06037111201","Census Tract 1112.01, Los Angeles County, California","ACSSF","ca","140","00","0004283",,,,,"06","037",,,"111201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111201","Census Tract 1112.01",,,,1036,0,69,60,18,37,46,17,25,28,0,37,106,166,18,160,249,0,6.66,5.79,1.74,3.57,4.44,1.64,2.41,2.7,0,3.57,10.23,16.02,1.74,15.44,24.03
"06037111202","Census Tract 1112.02, Los Angeles County, California","ACSSF","ca","140","00","0004284",,,,,"06","037",,,"111202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111202","Census Tract 1112.02",,,,1879,94,16,36,0,61,68,26,25,33,81,137,259,207,306,310,220,5,0.85,1.92,0,3.25,3.62,1.38,1.33,1.76,4.31,7.29,13.78,11.02,16.29,16.5,11.71
"06037111204","Census Tract 1112.04, Los Angeles County, California","ACSSF","ca","140","00","0004285",,,,,"06","037",,,"111204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111204","Census Tract 1112.04",,,,1831,35,0,28,10,25,22,27,31,67,59,29,142,123,176,400,657,1.91,0,1.53,0.55,1.37,1.2,1.47,1.69,3.66,3.22,1.58,7.76,6.72,9.61,21.85,35.88
"06037111205","Census Tract 1112.05, Los Angeles County, California","ACSSF","ca","140","00","0004286",,,,,"06","037",,,"111205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111205","Census Tract 1112.05",,,,1294,36,20,0,23,75,0,0,19,24,112,327,179,141,39,208,91,2.78,1.55,0,1.78,5.8,0,0,1.47,1.85,8.66,25.27,13.83,10.9,3.01,16.07,7.03
"06037111206","Census Tract 1112.06, Los Angeles County, California","ACSSF","ca","140","00","0004287",,,,,"06","037",,,"111206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111206","Census Tract 1112.06",,,,1425,0,21,45,0,46,10,53,8,30,105,43,201,134,87,243,399,0,1.47,3.16,0,3.23,0.7,3.72,0.56,2.11,7.37,3.02,14.11,9.4,6.11,17.05,28
"06037111302","Census Tract 1113.02, Los Angeles County, California","ACSSF","ca","140","00","0004288",,,,,"06","037",,,"111302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111302","Census Tract 1113.02",,,,1756,66,0,25,131,190,68,38,41,94,113,118,224,184,85,151,228,3.76,0,1.42,7.46,10.82,3.87,2.16,2.33,5.35,6.44,6.72,12.76,10.48,4.84,8.6,12.98
"06037111303","Census Tract 1113.03, Los Angeles County, California","ACSSF","ca","140","00","0004289",,,,,"06","037",,,"111303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111303","Census Tract 1113.03",,,,1441,26,8,32,65,23,175,0,0,51,133,113,80,170,137,187,241,1.8,0.56,2.22,4.51,1.6,12.14,0,0,3.54,9.23,7.84,5.55,11.8,9.51,12.98,16.72
"06037111304","Census Tract 1113.04, Los Angeles County, California","ACSSF","ca","140","00","0004290",,,,,"06","037",,,"111304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111304","Census Tract 1113.04",,,,1332,131,114,85,0,105,44,19,44,102,58,136,104,215,119,56,0,9.83,8.56,6.38,0,7.88,3.3,1.43,3.3,7.66,4.35,10.21,7.81,16.14,8.93,4.2,0
"06037111401","Census Tract 1114.01, Los Angeles County, California","ACSSF","ca","140","00","0004291",,,,,"06","037",,,"111401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111401","Census Tract 1114.01",,,,679,0,0,0,0,21,19,0,0,0,76,90,55,71,126,72,149,0,0,0,0,3.09,2.8,0,0,0,11.19,13.25,8.1,10.46,18.56,10.6,21.94
"06037111402","Census Tract 1114.02, Los Angeles County, California","ACSSF","ca","140","00","0004292",,,,,"06","037",,,"111402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111402","Census Tract 1114.02",,,,2166,237,225,111,29,103,31,153,114,124,271,211,186,104,43,129,95,10.94,10.39,5.12,1.34,4.76,1.43,7.06,5.26,5.72,12.51,9.74,8.59,4.8,1.99,5.96,4.39
"06037113101","Census Tract 1131.01, Los Angeles County, California","ACSSF","ca","140","00","0004293",,,,,"06","037",,,"113101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113101","Census Tract 1131.01",,,,1152,41,25,23,21,13,12,0,68,0,14,204,94,212,60,152,213,3.56,2.17,2,1.82,1.13,1.04,0,5.9,0,1.22,17.71,8.16,18.4,5.21,13.19,18.49
"06037113102","Census Tract 1131.02, Los Angeles County, California","ACSSF","ca","140","00","0004294",,,,,"06","037",,,"113102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113102","Census Tract 1131.02",,,,954,15,7,21,0,17,0,15,12,9,50,61,73,110,50,141,373,1.57,0.73,2.2,0,1.78,0,1.57,1.26,0.94,5.24,6.39,7.65,11.53,5.24,14.78,39.1
"06037113211","Census Tract 1132.11, Los Angeles County, California","ACSSF","ca","140","00","0004295",,,,,"06","037",,,"113211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113211","Census Tract 1132.11",,,,1607,68,31,8,11,73,77,15,9,59,63,101,357,194,209,142,190,4.23,1.93,0.5,0.68,4.54,4.79,0.93,0.56,3.67,3.92,6.29,22.22,12.07,13.01,8.84,11.82
"06037113212","Census Tract 1132.12, Los Angeles County, California","ACSSF","ca","140","00","0004296",,,,,"06","037",,,"113212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113212","Census Tract 1132.12",,,,945,0,0,13,0,27,62,12,41,86,45,81,116,116,107,120,119,0,0,1.38,0,2.86,6.56,1.27,4.34,9.1,4.76,8.57,12.28,12.28,11.32,12.7,12.59
"06037113213","Census Tract 1132.13, Los Angeles County, California","ACSSF","ca","140","00","0004297",,,,,"06","037",,,"113213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113213","Census Tract 1132.13",,,,1712,52,10,8,37,60,47,28,18,48,128,131,151,258,101,225,410,3.04,0.58,0.47,2.16,3.5,2.75,1.64,1.05,2.8,7.48,7.65,8.82,15.07,5.9,13.14,23.95
"06037113231","Census Tract 1132.31, Los Angeles County, California","ACSSF","ca","140","00","0004298",,,,,"06","037",,,"113231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113231","Census Tract 1132.31",,,,833,18,23,5,10,30,15,17,18,7,20,28,99,127,78,115,223,2.16,2.76,0.6,1.2,3.6,1.8,2.04,2.16,0.84,2.4,3.36,11.88,15.25,9.36,13.81,26.77
"06037113232","Census Tract 1132.32, Los Angeles County, California","ACSSF","ca","140","00","0004299",,,,,"06","037",,,"113232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113232","Census Tract 1132.32",,,,1500,10,38,0,34,5,9,9,9,18,93,54,153,127,243,239,459,0.67,2.53,0,2.27,0.33,0.6,0.6,0.6,1.2,6.2,3.6,10.2,8.47,16.2,15.93,30.6
"06037113234","Census Tract 1132.34, Los Angeles County, California","ACSSF","ca","140","00","0004300",,,,,"06","037",,,"113234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113234","Census Tract 1132.34",,,,1599,156,48,143,26,83,40,70,62,62,92,164,157,85,190,135,86,9.76,3,8.94,1.63,5.19,2.5,4.38,3.88,3.88,5.75,10.26,9.82,5.32,11.88,8.44,5.38
"06037113235","Census Tract 1132.35, Los Angeles County, California","ACSSF","ca","140","00","0004301",,,,,"06","037",,,"113235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113235","Census Tract 1132.35",,,,646,32,6,19,18,8,18,17,6,13,38,64,86,71,29,134,87,4.95,0.93,2.94,2.79,1.24,2.79,2.63,0.93,2.01,5.88,9.91,13.31,10.99,4.49,20.74,13.47
"06037113237","Census Tract 1132.37, Los Angeles County, California","ACSSF","ca","140","00","0004302",,,,,"06","037",,,"113237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113237","Census Tract 1132.37",,,,1595,17,11,20,43,57,64,28,106,10,48,52,231,113,56,269,470,1.07,0.69,1.25,2.7,3.57,4.01,1.76,6.65,0.63,3.01,3.26,14.48,7.08,3.51,16.87,29.47
"06037113238","Census Tract 1132.38, Los Angeles County, California","ACSSF","ca","140","00","0004303",,,,,"06","037",,,"113238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113238","Census Tract 1132.38",,,,1451,31,92,65,0,48,236,29,73,28,140,130,192,120,79,10,178,2.14,6.34,4.48,0,3.31,16.26,2,5.03,1.93,9.65,8.96,13.23,8.27,5.44,0.69,12.27
"06037113239","Census Tract 1132.39, Los Angeles County, California","ACSSF","ca","140","00","0004304",,,,,"06","037",,,"113239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113239","Census Tract 1132.39",,,,896,7,0,90,141,48,85,64,24,70,15,112,69,149,22,0,0,0.78,0,10.04,15.74,5.36,9.49,7.14,2.68,7.81,1.67,12.5,7.7,16.63,2.46,0,0
"06037113301","Census Tract 1133.01, Los Angeles County, California","ACSSF","ca","140","00","0004305",,,,,"06","037",,,"113301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113301","Census Tract 1133.01",,,,1525,104,46,19,31,34,33,53,12,9,112,155,153,71,78,249,366,6.82,3.02,1.25,2.03,2.23,2.16,3.48,0.79,0.59,7.34,10.16,10.03,4.66,5.11,16.33,24
"06037113303","Census Tract 1133.03, Los Angeles County, California","ACSSF","ca","140","00","0004306",,,,,"06","037",,,"113303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113303","Census Tract 1133.03",,,,1284,51,64,56,46,10,10,11,20,68,50,133,102,207,161,101,194,3.97,4.98,4.36,3.58,0.78,0.78,0.86,1.56,5.3,3.89,10.36,7.94,16.12,12.54,7.87,15.11
"06037113322","Census Tract 1133.22, Los Angeles County, California","ACSSF","ca","140","00","0004307",,,,,"06","037",,,"113322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113322","Census Tract 1133.22",,,,1530,47,18,13,8,17,129,0,22,86,98,114,125,316,167,178,192,3.07,1.18,0.85,0.52,1.11,8.43,0,1.44,5.62,6.41,7.45,8.17,20.65,10.92,11.63,12.55
"06037113323","Census Tract 1133.23, Los Angeles County, California","ACSSF","ca","140","00","0004308",,,,,"06","037",,,"113323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113323","Census Tract 1133.23",,,,1506,17,37,34,197,22,56,26,155,19,115,71,144,337,125,51,100,1.13,2.46,2.26,13.08,1.46,3.72,1.73,10.29,1.26,7.64,4.71,9.56,22.38,8.3,3.39,6.64
"06037113324","Census Tract 1133.24, Los Angeles County, California","ACSSF","ca","140","00","0004309",,,,,"06","037",,,"113324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113324","Census Tract 1133.24",,,,989,105,0,0,13,0,11,0,0,81,15,77,401,152,76,14,44,10.62,0,0,1.31,0,1.11,0,0,8.19,1.52,7.79,40.55,15.37,7.68,1.42,4.45
"06037113423","Census Tract 1134.23, Los Angeles County, California","ACSSF","ca","140","00","0004310",,,,,"06","037",,,"113423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113423","Census Tract 1134.23",,,,878,0,30,7,56,25,84,0,53,0,32,98,49,76,64,164,140,0,3.42,0.8,6.38,2.85,9.57,0,6.04,0,3.64,11.16,5.58,8.66,7.29,18.68,15.95
"06037113424","Census Tract 1134.24, Los Angeles County, California","ACSSF","ca","140","00","0004311",,,,,"06","037",,,"113424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113424","Census Tract 1134.24",,,,1017,21,79,15,19,47,0,30,92,73,28,67,50,97,141,121,137,2.06,7.77,1.47,1.87,4.62,0,2.95,9.05,7.18,2.75,6.59,4.92,9.54,13.86,11.9,13.47
"06037113425","Census Tract 1134.25, Los Angeles County, California","ACSSF","ca","140","00","0004312",,,,,"06","037",,,"113425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113425","Census Tract 1134.25",,,,1373,20,37,31,38,37,32,76,59,158,160,257,276,138,18,28,8,1.46,2.69,2.26,2.77,2.69,2.33,5.54,4.3,11.51,11.65,18.72,20.1,10.05,1.31,2.04,0.58
"06037113426","Census Tract 1134.26, Los Angeles County, California","ACSSF","ca","140","00","0004313",,,,,"06","037",,,"113426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113426","Census Tract 1134.26",,,,737,52,105,13,42,14,0,12,10,7,61,89,82,118,25,29,78,7.06,14.25,1.76,5.7,1.9,0,1.63,1.36,0.95,8.28,12.08,11.13,16.01,3.39,3.93,10.58
"06037113427","Census Tract 1134.27, Los Angeles County, California","ACSSF","ca","140","00","0004314",,,,,"06","037",,,"113427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113427","Census Tract 1134.27",,,,957,0,0,84,76,0,93,0,37,82,180,111,80,81,29,23,81,0,0,8.78,7.94,0,9.72,0,3.87,8.57,18.81,11.6,8.36,8.46,3.03,2.4,8.46
"06037113428","Census Tract 1134.28, Los Angeles County, California","ACSSF","ca","140","00","0004315",,,,,"06","037",,,"113428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113428","Census Tract 1134.28",,,,1083,15,57,6,30,2,54,0,28,30,70,22,71,152,80,139,327,1.39,5.26,0.55,2.77,0.18,4.99,0,2.59,2.77,6.46,2.03,6.56,14.04,7.39,12.83,30.19
"06037115101","Census Tract 1151.01, Los Angeles County, California","ACSSF","ca","140","00","0004316",,,,,"06","037",,,"115101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115101","Census Tract 1151.01",,,,1844,39,302,28,9,0,34,0,28,58,38,34,196,156,139,251,532,2.11,16.38,1.52,0.49,0,1.84,0,1.52,3.15,2.06,1.84,10.63,8.46,7.54,13.61,28.85
"06037115103","Census Tract 1151.03, Los Angeles County, California","ACSSF","ca","140","00","0004317",,,,,"06","037",,,"115103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115103","Census Tract 1151.03",,,,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
"06037115104","Census Tract 1151.04, Los Angeles County, California","ACSSF","ca","140","00","0004318",,,,,"06","037",,,"115104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115104","Census Tract 1151.04",,,,2026,226,174,33,49,162,73,17,185,34,119,80,182,183,170,157,182,11.15,8.59,1.63,2.42,8,3.6,0.84,9.13,1.68,5.87,3.95,8.98,9.03,8.39,7.75,8.98
"06037115202","Census Tract 1152.02, Los Angeles County, California","ACSSF","ca","140","00","0004319",,,,,"06","037",,,"115202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115202","Census Tract 1152.02",,,,2005,148,35,37,0,41,19,81,432,66,133,186,160,197,190,113,167,7.38,1.75,1.85,0,2.04,0.95,4.04,21.55,3.29,6.63,9.28,7.98,9.83,9.48,5.64,8.33
"06037115203","Census Tract 1152.03, Los Angeles County, California","ACSSF","ca","140","00","0004320",,,,,"06","037",,,"115203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115203","Census Tract 1152.03",,,,1069,108,75,49,0,19,39,22,63,0,75,141,105,175,0,17,181,10.1,7.02,4.58,0,1.78,3.65,2.06,5.89,0,7.02,13.19,9.82,16.37,0,1.59,16.93
"06037115204","Census Tract 1152.04, Los Angeles County, California","ACSSF","ca","140","00","0004321",,,,,"06","037",,,"115204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115204","Census Tract 1152.04",,,,1604,58,69,50,117,0,158,25,31,66,25,85,91,387,161,166,115,3.62,4.3,3.12,7.29,0,9.85,1.56,1.93,4.11,1.56,5.3,5.67,24.13,10.04,10.35,7.17
"06037115301","Census Tract 1153.01, Los Angeles County, California","ACSSF","ca","140","00","0004322",,,,,"06","037",,,"115301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115301","Census Tract 1153.01",,,,1635,71,73,71,84,8,35,50,64,0,113,64,169,204,135,278,216,4.34,4.46,4.34,5.14,0.49,2.14,3.06,3.91,0,6.91,3.91,10.34,12.48,8.26,17,13.21
